id,Booking_status,Probability
46327,0,0.34435105
46328,0,0.2542296
46329,1,0.56508094
46330,0,0.08961651
46331,0,0.18201593
46332,0,0.1638801
46333,0,0.14978756
46334,0,0.07980307
46335,0,0.2358918
46336,0,0.035105553
46337,0,0.020327212
46338,1,0.6609123
46339,1,0.6038444
46340,0,0.14744516
46341,0,0.22884138
46342,0,0.45537412
46343,1,0.70485187
46344,0,0.12098053
46345,1,0.7926444
46346,1,0.75875807
46347,0,0.4128131
46348,0,0.122360535
46349,1,0.5935632
46350,0,0.018591601
46351,0,0.056080617
46352,0,0.19667758
46353,1,0.68498856
46354,1,0.52776873
46355,1,0.7267632
46356,1,0.5067953
46357,1,0.57638603
46358,0,0.115238905
46359,1,0.6490177
46360,1,0.55653936
46361,1,0.8153503
46362,1,0.6874438
46363,0,0.08892383
46364,0,0.43521973
46365,0,0.4064821
46366,0,0.22368951
46367,0,0.35269547
46368,1,0.5652297
46369,0,0.06289305
46370,0,0.4214851
46371,1,0.7006966
46372,1,0.6640466
46373,0,0.30290002
46374,0,0.20349783
46375,0,0.00065642135
46376,0,0.03821269
46377,1,0.7515791
46378,0,0.04294145
46379,0,0.0019484682
46380,1,0.6558789
46381,0,2.5815296e-25
46382,0,0.18596157
46383,1,0.58503324
46384,1,0.6952496
46385,0,0.2649421
46386,0,0.13309605
46387,0,0.25937927
46388,0,0.45812872
46389,0,0.112474516
46390,0,0.20878172
46391,0,0.020225886
46392,0,0.076447114
46393,1,0.5590313
46394,0,0.43330705
46395,0,0.47682658
46396,0,0.002543059
46397,1,0.85946614
46398,0,0.104183726
46399,0,0.105645254
46400,0,0.42655504
46401,1,0.5563849
46402,1,0.792808
46403,0,0.0005633375
46404,0,0.2184325
46405,1,0.6248742
46406,0,0.3054646
46407,0,0.29304487
46408,0,0.14366172
46409,1,0.8031194
46410,1,0.7016701
46411,1,0.75038683
46412,0,0.16161029
46413,0,0.20864967
46414,0,0.17793162
46415,1,0.94351286
46416,0,0.23865908
46417,0,0.37015224
46418,0,0.46603888
46419,0,0.3345016
46420,1,0.7375442
46421,1,0.62377155
46422,0,0.1911794
46423,0,0.4927136
46424,1,0.594377
46425,0,0.11670049
46426,1,0.5885256
46427,0,0.2183497
46428,1,0.94958353
46429,0,0.3267478
46430,1,0.6592175
46431,1,0.8368969
46432,0,0.1548207
46433,0,0.0013882819
46434,1,0.63517916
46435,1,0.6799925
46436,1,0.6453038
46437,0,0.065810345
46438,1,0.50165623
46439,0,0.42209765
46440,1,0.61312556
46441,1,0.5273468
46442,0,0.26726645
46443,1,0.7992203
46444,0,0.06114447
46445,0,0.36430845
46446,0,0.28535295
46447,1,0.5262994
46448,1,0.7154587
46449,1,0.66720986
46450,0,0.42135695
46451,0,0.026420709
46452,1,0.86693937
46453,0,0.19745773
46454,0,0.08036967
46455,0,0.25315055
46456,1,0.553951
46457,1,0.61885
46458,0,0.0074154036
46459,0,0.41221777
46460,1,0.7316641
46461,1,0.7494658
46462,0,0.4769675
46463,0,0.23290026
46464,0,0.02437311
46465,1,0.5357841
46466,0,0.49626458
46467,1,0.73510486
46468,0,0.131132
46469,1,0.7799536
46470,0,0.39986804
46471,0,0.035951983
46472,1,0.672203
46473,0,0.47164547
46474,1,0.5152877
46475,0,0.10561528
46476,0,0.12939201
46477,1,0.65363336
46478,1,0.68298215
46479,0,0.39035243
46480,1,0.6775912
46481,0,0.43424228
46482,1,0.8789255
46483,0,0.18506376
46484,0,0.291753
46485,0,0.011187749
46486,1,0.5762116
46487,0,0.3891461
46488,1,0.57394433
46489,0,0.0012533076
46490,0,0.34918308
46491,0,0.23538049
46492,0,0.11494922
46493,0,0.4377773
46494,0,0.39429188
46495,0,0.23265578
46496,0,0.050720066
46497,1,0.612342
46498,0,0.27328733
46499,0,0.45760044
46500,0,0.032590706
46501,0,0.39492083
46502,0,0.42916784
46503,0,0.0005066845
46504,1,0.5955196
46505,1,0.6067072
46506,1,0.9065074
46507,0,0.3781946
46508,1,0.66898036
46509,0,0.0675534
46510,1,0.89823294
46511,0,0.16024417
46512,0,0.18252304
46513,0,0.02816842
46514,1,0.7993643
46515,0,0.14397313
46516,0,0.4163086
46517,1,0.87162805
46518,0,0.34853184
46519,0,0.1180395
46520,1,0.5501107
46521,0,0.31716096
46522,0,0.09145841
46523,1,0.8726633
46524,0,0.13752249
46525,0,0.21379831
46526,0,0.13597138
46527,1,0.8445009
46528,0,0.11189347
46529,1,0.51163274
46530,0,0.41734946
46531,0,0.27778363
46532,1,0.89678526
46533,0,0.14904168
46534,1,0.5121822
46535,0,0.32761252
46536,0,0.018580023
46537,0,0.10485111
46538,1,0.7057021
46539,0,0.39332014
46540,0,0.34126005
46541,0,0.11462603
46542,0,0.16629218
46543,0,0.0058874646
46544,0,0.14228183
46545,0,0.45774978
46546,1,0.54205424
46547,1,0.57079583
46548,1,0.6024441
46549,1,0.5072806
46550,0,0.30503494
46551,1,0.80291444
46552,0,0.09992679
46553,1,0.76591474
46554,1,0.72543496
46555,0,0.39987537
46556,1,0.5224593
46557,1,0.77858096
46558,0,0.13876921
46559,1,0.7610931
46560,1,0.6308767
46561,0,0.01154683
46562,0,0.049186796
46563,1,0.5173417
46564,1,0.86734796
46565,1,0.8576056
46566,0,0.47442794
46567,1,0.73729235
46568,0,0.19511056
46569,0,0.23885414
46570,0,0.24533322
46571,0,0.47314152
46572,0,6.704761e-05
46573,0,0.3791268
46574,0,0.1869443
46575,0,0.14364155
46576,1,0.8726981
46577,0,0.2175478
46578,0,0.002340442
46579,1,0.84934855
46580,1,0.88873976
46581,0,0.21281032
46582,0,0.40868625
46583,0,0.34825104
46584,0,0.21825504
46585,0,0.42052686
46586,1,0.62225163
46587,1,0.69866055
46588,0,0.16924715
46589,0,0.22563708
46590,0,0.0725515
46591,1,0.67555577
46592,0,0.07087162
46593,1,0.83739686
46594,0,0.11641905
46595,0,0.0056368313
46596,0,0.17014967
46597,1,0.80016625
46598,0,0.35485968
46599,0,0.4765014
46600,1,0.55903167
46601,0,0.1178069
46602,0,0.4360327
46603,0,0.12773855
46604,0,0.4718419
46605,0,0.377429
46606,0,0.2564699
46607,0,0.20742585
46608,1,0.7074482
46609,0,0.19649649
46610,1,0.8591633
46611,1,0.7381315
46612,1,0.8558247
46613,1,0.5556959
46614,1,0.74060196
46615,0,0.33395842
46616,0,0.18305656
46617,1,0.7321751
46618,0,0.0459501
46619,0,0.30144113
46620,0,0.26792753
46621,1,0.56740373
46622,0,0.031770494
46623,0,0.32327506
46624,0,0.18219857
46625,0,0.3248464
46626,0,0.4984696
46627,0,0.3469061
46628,0,0.152642
46629,0,0.0256624
46630,0,0.30545962
46631,0,0.099967465
46632,0,0.18146801
46633,0,0.20326649
46634,0,0.12887368
46635,0,0.09969291
46636,1,0.78153723
46637,1,0.82376605
46638,1,0.7138158
46639,1,0.8254487
46640,1,0.72497416
46641,0,0.18308108
46642,1,0.8517678
46643,0,0.00020990311
46644,0,0.32563016
46645,1,0.6416007
46646,0,0.3711993
46647,1,0.54948133
46648,0,0.095538326
46649,1,0.6465409
46650,0,7.8549545e-10
46651,0,0.16335735
46652,0,0.04466165
46653,0,0.0016502489
46654,0,0.40291053
46655,0,0.41686037
46656,1,0.6132422
46657,1,0.68161416
46658,0,0.29834065
46659,0,0.17552228
46660,0,0.073759265
46661,0,0.15879142
46662,0,0.025590653
46663,1,0.5767523
46664,0,0.12926134
46665,0,0.2112529
46666,1,0.90621644
46667,1,0.77588016
46668,0,0.120698504
46669,1,0.6435574
46670,0,0.47843227
46671,0,0.0525552
46672,0,0.037738573
46673,0,0.49017847
46674,1,0.6922069
46675,1,0.56991136
46676,0,0.27882677
46677,0,0.07888191
46678,1,0.50664574
46679,0,0.37289515
46680,0,0.14482088
46681,0,0.0629965
46682,1,0.8873442
46683,0,0.10516758
46684,1,0.7238033
46685,0,0.3759163
46686,1,0.68206286
46687,0,0.30324876
46688,1,0.7135439
46689,1,0.78225327
46690,1,0.5116893
46691,0,0.34318152
46692,0,0.005850604
46693,0,0.24154444
46694,1,0.6431368
46695,0,0.46979982
46696,1,0.53054565
46697,1,0.6600501
46698,0,0.21057688
46699,0,0.16563497
46700,0,0.0004608251
46701,0,0.06451117
46702,1,0.89935416
46703,0,0.060341522
46704,1,0.53757095
46705,0,0.34311932
46706,0,0.107324295
46707,1,0.5029436
46708,0,0.20894453
46709,0,0.1251913
46710,0,0.12085696
46711,1,0.743598
46712,0,0.08916284
46713,0,0.48317355
46714,0,0.15985513
46715,1,0.7836545
46716,1,0.61769986
46717,0,0.04592174
46718,1,0.5502735
46719,0,0.06928527
46720,0,0.2810175
46721,0,0.19237219
46722,0,0.18031819
46723,0,1.916256e-06
46724,0,0.14605492
46725,1,0.65157413
46726,0,0.17020117
46727,0,0.3034883
46728,0,0.045700986
46729,0,0.07171362
46730,0,0.15312922
46731,1,0.54094356
46732,1,0.6030187
46733,1,0.91253895
46734,0,0.32391
46735,0,0.46073368
46736,0,0.3782274
46737,0,0.30312908
46738,1,0.7737946
46739,0,0.23941141
46740,1,0.75808525
46741,0,0.08632548
46742,0,0.46232072
46743,0,0.13994232
46744,0,0.14066374
46745,0,0.42635438
46746,1,0.75941646
46747,0,0.2720359
46748,1,0.6648383
46749,0,0.15462096
46750,1,0.6615341
46751,1,0.7106774
46752,0,0.055269256
46753,0,0.090988584
46754,0,0.4441224
46755,0,0.32497627
46756,1,0.8697113
46757,0,0.12328263
46758,0,0.44294643
46759,0,0.38626873
46760,1,0.51403475
46761,0,0.13361928
46762,0,0.27546412
46763,0,0.20126039
46764,1,0.623044
46765,1,0.6734008
46766,0,0.02933033
46767,1,0.6438798
46768,0,0.049743902
46769,0,0.33654627
46770,0,0.48409468
46771,0,0.2904731
46772,1,0.96715075
46773,0,5.059973e-05
46774,0,0.22267225
46775,0,0.13435856
46776,1,0.7692141
46777,0,0.38736457
46778,1,0.94366986
46779,1,0.6989173
46780,1,0.8010174
46781,1,0.515947
46782,1,0.5597136
46783,0,0.47912166
46784,0,0.20106758
46785,1,0.6887636
46786,0,0.0015833376
46787,1,0.7778564
46788,1,0.78971046
46789,0,0.13059942
46790,1,0.62205815
46791,0,0.2167401
46792,1,0.55740017
46793,0,0.48769513
46794,0,0.024356164
46795,0,0.3955527
46796,1,0.75666326
46797,1,0.7779725
46798,0,0.052066516
46799,0,0.3550586
46800,0,0.341284
46801,0,0.4943209
46802,1,0.71257895
46803,1,0.8771384
46804,1,0.71401864
46805,0,0.3479336
46806,1,0.52141905
46807,0,0.093143314
46808,0,0.093538284
46809,0,0.024494382
46810,0,0.12757073
46811,1,0.6605058
46812,0,0.10524326
46813,1,0.869939
46814,0,0.32168525
46815,0,0.253662
46816,0,0.17159799
46817,0,0.1508348
46818,0,0.3916666
46819,0,0.092226036
46820,1,0.52589285
46821,0,0.3345377
46822,0,0.17936017
46823,0,0.1638271
46824,1,0.7942827
46825,1,0.75002444
46826,1,0.607344
46827,0,0.08380715
46828,1,0.60230225
46829,0,0.11523909
46830,0,0.098538704
46831,0,0.31778362
46832,0,0.2167932
46833,0,0.00795228
46834,0,0.09147319
46835,0,0.34869677
46836,0,0.4790886
46837,0,0.32557556
46838,0,0.23174933
46839,0,0.17933509
46840,0,0.31154394
46841,1,0.615731
46842,1,0.5974499
46843,0,0.013132167
46844,0,0.25501484
46845,0,0.13765109
46846,1,0.62239134
46847,1,0.6386286
46848,1,0.62563497
46849,1,0.83695424
46850,0,0.22489445
46851,0,0.18127866
46852,0,0.03583135
46853,0,0.30423638
46854,0,0.04730822
46855,0,0.034442566
46856,0,0.109698325
46857,0,0.14154296
46858,0,0.2789554
46859,0,0.14370008
46860,0,0.4109191
46861,0,0.24603039
46862,1,0.92196846
46863,0,0.28898287
46864,0,0.19911309
46865,1,0.6635783
46866,0,0.025469594
46867,0,0.33219987
46868,0,0.0058702533
46869,0,0.24044733
46870,1,0.7279699
46871,1,0.67043436
46872,0,0.067709185
46873,1,0.5757388
46874,0,0.1404756
46875,1,0.75211203
46876,1,0.74916214
46877,0,0.03336612
46878,0,0.11209808
46879,0,0.391934
46880,1,0.5720657
46881,1,0.846111
46882,0,0.001254539
46883,0,0.013567706
46884,0,0.38607004
46885,0,0.09438374
46886,0,0.33413824
46887,0,0.14995359
46888,1,0.52093995
46889,1,0.76624817
46890,1,0.867192
46891,1,0.8160853
46892,1,0.50475323
46893,0,0.040244177
46894,0,0.33097923
46895,0,0.29078034
46896,0,0.40839735
46897,0,0.04230085
46898,1,0.6808162
46899,1,0.604172
46900,1,0.51260114
46901,1,0.7809378
46902,0,0.0047703683
46903,0,0.4545441
46904,0,0.10713165
46905,0,0.115535
46906,0,0.004349949
46907,0,0.04400936
46908,0,0.00027256698
46909,0,0.18266116
46910,0,0.19572045
46911,0,0.12133631
46912,0,0.37156948
46913,1,0.84332854
46914,1,0.9403566
46915,0,0.02864786
46916,0,0.49944085
46917,0,0.11520438
46918,1,0.66952354
46919,1,0.7639275
46920,1,0.7115378
46921,0,0.18495566
46922,1,0.67210245
46923,1,0.58692825
46924,1,0.5233022
46925,0,0.34223804
46926,0,0.26865402
46927,0,0.15199871
46928,0,0.005547446
46929,0,0.15361154
46930,0,0.2516277
46931,1,0.71453446
46932,0,0.015043464
46933,0,0.4417028
46934,0,0.107654296
46935,0,0.16109255
46936,1,0.5116472
46937,1,0.7663466
46938,1,0.5300333
46939,1,0.6956514
46940,0,0.21800718
46941,0,0.07025794
46942,1,0.6093535
46943,1,0.5514073
46944,1,0.5413541
46945,0,0.3848408
46946,1,0.6667159
46947,1,0.7291222
46948,0,0.20276822
46949,1,0.8706112
46950,0,0.043466967
46951,0,0.26482496
46952,0,0.20794174
46953,0,0.057907537
46954,1,0.8843474
46955,0,0.07427115
46956,1,0.75964934
46957,1,0.5246352
46958,0,0.031401757
46959,1,0.9154308
46960,1,0.9258371
46961,0,2.4370221e-09
46962,1,0.50918835
46963,0,0.48829094
46964,0,2.2780434e-06
46965,0,0.13557997
46966,0,0.2715103
46967,0,0.2644771
46968,0,0.15824924
46969,0,0.20964348
46970,0,0.4669458
46971,1,0.5547106
46972,0,0.45077386
46973,0,0.30702323
46974,0,0.12242738
46975,1,0.74136674
46976,0,0.22601056
46977,0,0.020126753
46978,0,0.09048276
46979,0,0.38729414
46980,0,0.42479658
46981,0,0.49834463
46982,1,0.52393436
46983,0,0.2359855
46984,0,0.25308892
46985,0,0.43040526
46986,0,0.0013691391
46987,0,0.08370931
46988,1,0.6966838
46989,0,0.02576084
46990,1,0.73235476
46991,1,0.8821453
46992,0,0.09840548
46993,1,0.5115146
46994,0,0.11304377
46995,1,0.59700114
46996,1,0.7726762
46997,0,0.11685203
46998,0,0.1811549
46999,1,0.56710947
47000,0,0.18315393
47001,1,0.8598314
47002,0,0.21727121
47003,0,0.21537296
47004,1,0.6685385
47005,0,0.24570525
47006,1,0.815401
47007,0,0.12265665
47008,1,0.8754781
47009,0,0.17602462
47010,1,0.7533703
47011,1,0.64883053
47012,0,0.017264308
47013,0,0.40294245
47014,1,0.75955844
47015,0,0.25047004
47016,0,0.32856008
47017,1,0.58313096
47018,0,0.28756872
47019,0,0.033188157
47020,0,0.42029193
47021,0,0.30410802
47022,0,0.05435158
47023,0,0.29611427
47024,1,0.59151673
47025,0,0.1649707
47026,1,0.562973
47027,0,0.34508958
47028,0,0.1881173
47029,1,0.57217765
47030,0,0.30529612
47031,1,0.88749695
47032,1,0.6300886
47033,1,0.54849744
47034,1,0.7712891
47035,1,0.51022524
47036,1,0.6762223
47037,1,0.7703959
47038,0,0.4552139
47039,0,0.037203223
47040,1,0.7383774
47041,0,0.1349864
47042,1,0.6474575
47043,1,0.54448396
47044,1,0.7296876
47045,0,0.0019495217
47046,0,0.17395794
47047,0,0.24741107
47048,1,0.58618945
47049,1,0.8852523
47050,0,0.2752054
47051,1,0.5748154
47052,0,0.4249328
47053,0,0.2656807
47054,0,2.418199e-36
47055,0,0.39866874
47056,0,0.29406348
47057,1,0.72998405
47058,0,0.091058515
47059,0,0.02648734
47060,0,0.097461626
47061,1,0.6476789
47062,0,0.33733875
47063,0,0.43624637
47064,0,0.032088857
47065,0,0.08971641
47066,1,0.62183917
47067,0,0.4377015
47068,0,0.010055349
47069,1,0.6368454
47070,0,0.26801938
47071,0,0.088694125
47072,0,0.22702067
47073,1,0.5290997
47074,0,0.10463918
47075,1,0.69980246
47076,1,0.81679934
47077,1,0.6906716
47078,1,0.8229776
47079,0,0.09201216
47080,1,0.51367706
47081,0,0.20574978
47082,0,0.1431092
47083,0,3.1390677e-09
47084,1,0.56044745
47085,0,2.3281871e-28
47086,0,0.1482331
47087,0,0.24318328
47088,0,0.07359928
47089,1,0.7794909
47090,0,0.37119582
47091,0,0.36082193
47092,0,0.34595564
47093,0,0.038036115
47094,0,0.11321885
47095,1,0.7582422
47096,0,0.067063615
47097,1,0.6935052
47098,1,0.5087843
47099,1,0.77113134
47100,0,0.3447747
47101,1,0.52179044
47102,0,0.16688651
47103,0,0.43250412
47104,1,0.6219896
47105,0,0.41078174
47106,0,0.015472745
47107,1,0.6843013
47108,1,0.81893545
47109,0,0.09827503
47110,1,0.7727461
47111,0,0.017580293
47112,0,0.0957706
47113,1,0.76655656
47114,0,0.09956866
47115,0,0.16443846
47116,0,0.31333598
47117,0,0.019437376
47118,0,0.3385077
47119,1,0.55322725
47120,0,0.03421154
47121,0,0.3060607
47122,0,0.10855463
47123,1,0.71958923
47124,0,0.09511271
47125,0,0.26946697
47126,0,0.011838274
47127,0,0.21469644
47128,1,0.8099773
47129,0,0.075009376
47130,0,0.015945597
47131,0,0.16347739
47132,0,0.34086287
47133,0,0.3547507
47134,0,0.13987593
47135,1,0.70659924
47136,1,0.6208283
47137,0,0.4305656
47138,0,0.07871929
47139,1,0.84095633
47140,1,0.73433715
47141,1,0.7203189
47142,0,0.42485428
47143,0,0.46507317
47144,1,0.5662677
47145,0,0.019265968
47146,0,0.07984088
47147,1,0.6610392
47148,1,0.7913477
47149,1,0.6168067
47150,1,0.5926184
47151,0,1.6372147e-07
47152,1,0.72207725
47153,1,0.66354734
47154,0,0.09938996
47155,0,0.44008422
47156,0,0.18482602
47157,0,0.22471759
47158,1,0.61917144
47159,1,0.8537457
47160,0,0.38222292
47161,1,0.6233566
47162,1,0.89888406
47163,1,0.6035599
47164,0,0.2408077
47165,0,0.47633833
47166,0,2.1647837e-05
47167,0,0.033464383
47168,0,0.2686146
47169,1,0.877442
47170,0,0.1789075
47171,0,0.32408944
47172,0,0.2829904
47173,1,0.803822
47174,1,0.70634615
47175,1,0.75438696
47176,1,0.51057965
47177,0,0.16060933
47178,1,0.9233708
47179,0,0.043574024
47180,0,0.44760704
47181,1,0.7716955
47182,0,0.13886072
47183,1,0.6693031
47184,0,0.12521039
47185,0,0.4078506
47186,0,0.37238523
47187,0,0.01112508
47188,0,0.06822676
47189,1,0.95974904
47190,0,0.16192509
47191,1,0.619644
47192,0,0.13255328
47193,0,0.0964113
47194,0,0.08173361
47195,1,0.6866005
47196,0,0.28559703
47197,0,0.22049889
47198,0,0.0
47199,0,0.18511929
47200,0,0.18436012
47201,0,0.29070202
47202,1,0.5740806
47203,1,0.81173
47204,1,0.8480858
47205,0,0.07564419
47206,0,0.33130836
47207,0,0.3300281
47208,0,0.038007926
47209,0,0.2894001
47210,0,0.36823174
47211,0,0.17759728
47212,1,0.7223784
47213,0,0.019602496
47214,0,0.16454475
47215,0,0.034673013
47216,1,0.55998015
47217,0,0.03440234
47218,0,0.19422634
47219,0,0.022229543
47220,0,0.13483623
47221,1,0.83566815
47222,0,0.16490832
47223,1,0.69103754
47224,0,0.17648306
47225,1,0.8205864
47226,0,0.23562758
47227,0,0.002563085
47228,1,0.79919386
47229,1,0.5714731
47230,0,0.32845816
47231,0,0.28450617
47232,1,0.676447
47233,0,0.104279734
47234,0,0.28386042
47235,0,0.19358422
47236,1,0.7439815
47237,1,0.80974674
47238,0,0.38775948
47239,0,0.4033834
47240,0,0.01229019
47241,0,0.0011890245
47242,0,0.38674828
47243,0,0.31445825
47244,0,0.4291112
47245,0,0.0652092
47246,1,0.81331706
47247,1,0.5059342
47248,1,0.65610284
47249,1,0.76438916
47250,1,0.6729467
47251,0,0.32143456
47252,1,0.6426226
47253,0,0.38442892
47254,0,2.426621e-33
47255,0,0.46605805
47256,0,0.01522624
47257,0,0.4091669
47258,1,0.81472224
47259,0,0.1099992
47260,0,0.16385517
47261,0,0.3221172
47262,0,0.19524477
47263,0,0.29207724
47264,1,0.6785895
47265,1,0.9155482
47266,1,0.682355
47267,0,0.2516062
47268,1,0.52660894
47269,0,0.12396377
47270,0,0.23447925
47271,0,0.24113385
47272,1,0.85844475
47273,0,0.24933425
47274,0,0.006221419
47275,0,0.0369558
47276,0,0.46407297
47277,0,0.0035178731
47278,0,0.31911337
47279,1,0.5009178
47280,1,0.75834805
47281,1,0.69328064
47282,0,0.38708287
47283,0,0.42814147
47284,0,0.0366656
47285,1,0.6303355
47286,0,0.05219683
47287,0,0.04918786
47288,0,0.1031734
47289,1,0.93676066
47290,0,0.23251756
47291,0,0.46511012
47292,0,0.1445669
47293,0,0.41748235
47294,0,0.3044251
47295,1,0.6176832
47296,0,0.10197067
47297,1,0.6756867
47298,0,0.30740437
47299,0,7.7390965e-09
47300,0,0.1907963
47301,0,0.24924962
47302,0,0.22765407
47303,1,0.7557866
47304,0,0.24484691
47305,0,0.1469764
47306,1,0.80962867
47307,0,0.30662978
47308,0,0.14505586
47309,0,0.2539235
47310,0,0.05673164
47311,0,0.2151214
47312,1,0.61333203
47313,1,0.6578704
47314,0,0.053401496
47315,0,0.28152165
47316,0,0.2839087
47317,1,0.6944149
47318,0,0.10247894
47319,0,0.15875603
47320,0,0.30483708
47321,0,0.39910343
47322,0,0.17670657
47323,0,0.37788326
47324,1,0.6256055
47325,0,0.10985956
47326,1,0.68093604
47327,1,0.74305046
47328,0,0.07389492
47329,1,0.74189264
47330,0,0.26017293
47331,0,0.107153416
47332,1,0.6494259
47333,0,0.1042931
47334,0,0.04618477
47335,1,0.97130096
47336,1,0.80931604
47337,0,0.426111
47338,0,0.1394217
47339,1,0.5146919
47340,1,0.656613
47341,1,0.8668898
47342,0,0.4029745
47343,1,0.7917234
47344,1,0.77811474
47345,0,0.46944115
47346,0,0.19122489
47347,0,0.06697473
47348,0,0.17340916
47349,0,0.30677083
47350,1,0.78171074
47351,1,0.5246125
47352,1,0.62054294
47353,1,0.9640505
47354,1,0.79072106
47355,1,0.87105304
47356,0,0.37241414
47357,0,0.3003088
47358,0,0.29322198
47359,0,0.11400547
47360,0,0.39990324
47361,0,0.030153736
47362,1,0.6660801
47363,0,0.21982798
47364,0,0.022483023
47365,0,0.074709035
47366,0,0.0022441105
47367,1,0.50387377
47368,1,0.87517107
47369,0,0.072663575
47370,0,0.40543684
47371,0,0.44742584
47372,1,0.6131934
47373,1,0.84900033
47374,1,0.5088625
47375,0,0.24023922
47376,0,0.49060497
47377,0,0.23632175
47378,1,0.8154418
47379,0,0.0033916961
47380,0,0.102153175
47381,1,0.8608983
47382,0,0.1351317
47383,1,0.65415937
47384,0,0.3186474
47385,1,0.8639671
47386,0,0.14224797
47387,0,0.05253183
47388,0,0.070298634
47389,1,0.6301712
47390,0,0.035232455
47391,0,0.20206165
47392,1,0.54498994
47393,0,0.39651096
47394,0,0.3378
47395,0,0.06323964
47396,0,0.46204296
47397,0,0.16059004
47398,0,0.44673273
47399,0,0.01859342
47400,0,0.25614473
47401,1,0.9147283
47402,0,0.21553808
47403,0,0.33560142
47404,1,0.83916795
47405,0,0.10007048
47406,0,0.10163995
47407,0,0.46722257
47408,0,0.24337155
47409,1,0.6743086
47410,0,0.17076597
47411,0,0.26901838
47412,0,0.06192199
47413,0,0.27755135
47414,0,0.21458283
47415,0,0.3159579
47416,1,0.60355884
47417,0,0.09548226
47418,0,0.12587084
47419,0,0.48809558
47420,0,0.3908932
47421,1,0.85081524
47422,1,0.68562967
47423,0,0.10343188
47424,1,0.6932846
47425,1,0.5823104
47426,0,0.056767736
47427,0,0.14181016
47428,0,0.49144155
47429,0,0.001979389
47430,0,0.46677047
47431,0,0.2930213
47432,0,0.30899897
47433,0,0.039780136
47434,0,0.35382733
47435,1,0.8734575
47436,1,0.66751325
47437,0,0.3927122
47438,0,0.40735364
47439,0,0.42413726
47440,0,0.13510412
47441,0,0.4990072
47442,1,0.5996427
47443,0,9.626498e-06
47444,0,0.13580795
47445,0,0.35978112
47446,1,0.57123834
47447,0,0.14846036
47448,1,0.62158847
47449,0,0.27207503
47450,0,0.3091661
47451,1,0.94549304
47452,0,0.053238764
47453,1,0.79631215
47454,0,0.11988259
47455,0,0.04236242
47456,0,0.4592035
47457,1,0.8042007
47458,1,0.73712355
47459,0,0.12919697
47460,0,0.28698173
47461,0,0.31198832
47462,1,0.53769034
47463,0,0.43655166
47464,1,0.81794286
47465,0,0.079387896
47466,0,0.46815324
47467,0,0.032099307
47468,0,0.10434285
47469,0,0.17212236
47470,1,0.6567333
47471,0,0.083055705
47472,1,0.58578056
47473,1,0.8247475
47474,0,0.417194
47475,1,0.7453408
47476,0,0.23410094
47477,0,0.2681401
47478,0,0.3697948
47479,1,0.7118408
47480,0,0.2333794
47481,0,0.1105201
47482,0,0.27367777
47483,0,0.3732341
47484,1,0.6154825
47485,1,0.62284553
47486,1,0.70695424
47487,0,0.28880045
47488,1,0.7229035
47489,0,0.25096086
47490,0,0.31412446
47491,0,0.04140297
47492,1,0.8510178
47493,0,0.26132953
47494,1,0.6378701
47495,1,0.5343976
47496,1,0.65055984
47497,0,0.28347433
47498,0,0.04862642
47499,1,0.5836025
47500,0,0.49756703
47501,1,0.68941283
47502,0,0.35807273
47503,1,0.67627776
47504,1,0.81151253
47505,0,0.15702216
47506,0,0.30629924
47507,0,0.26407313
47508,1,0.6328998
47509,0,2.0812866e-08
47510,0,0.41565055
47511,0,0.13825656
47512,1,0.51771265
47513,0,0.045111634
47514,1,0.5934409
47515,0,0.1598674
47516,0,0.0010284946
47517,1,0.66969365
47518,1,0.6074707
47519,1,0.6427326
47520,1,0.7692857
47521,1,0.59245193
47522,1,0.5579327
47523,0,0.121596485
47524,0,0.37790188
47525,1,0.7703427
47526,0,0.05248454
47527,1,0.50729257
47528,1,0.62252957
47529,0,0.082194164
47530,0,0.43891788
47531,0,0.12777163
47532,1,0.82989526
47533,0,0.15766096
47534,0,0.33690882
47535,0,0.40629047
47536,0,0.104912125
47537,1,0.9322058
47538,1,0.7086093
47539,0,0.42539167
47540,1,0.8594155
47541,0,0.032711625
47542,0,5.6306385e-06
47543,1,0.61565995
47544,0,0.17444749
47545,0,0.24401543
47546,1,0.7720418
47547,1,0.6004525
47548,0,0.07648843
47549,0,0.45281678
47550,1,0.56710386
47551,1,0.7770278
47552,0,0.37763187
47553,1,0.7216011
47554,0,0.19017957
47555,1,0.7982265
47556,1,0.6049624
47557,1,0.65842587
47558,0,0.26703835
47559,0,0.03238006
47560,0,0.08316031
47561,0,0.20045336
47562,0,0.09437715
47563,1,0.6524388
47564,1,0.74586254
47565,0,0.25109446
47566,0,0.30478886
47567,0,0.032931652
47568,1,0.80637425
47569,0,0.0293162
47570,0,0.36292112
47571,0,0.23660079
47572,0,0.071685605
47573,1,0.7752878
47574,1,0.7437502
47575,1,0.55885905
47576,0,0.063585356
47577,0,0.16506624
47578,1,0.71095276
47579,1,0.53161645
47580,1,0.575774
47581,0,0.3807345
47582,0,0.00024313571
47583,1,0.6600777
47584,1,0.7433647
47585,0,0.45927843
47586,1,0.6183444
47587,0,0.4542226
47588,1,0.7407501
47589,0,0.3162247
47590,0,0.2104901
47591,0,0.090868875
47592,1,0.73979443
47593,0,0.492427
47594,0,0.41740993
47595,1,0.5563142
